flight_id,ArrivalTerminal,baggageID,boardGate,checkinTable,DepartureTerminal,flight_arr_actual_date,flight_arr_actual_full,flight_arr_actual_time,flight_arr_actual_UTC,flight_arr_estimated_date,flight_arr_estimated_full,flight_arr_estimated_time,flight_arr_estimated_UTC,flight_arr_scheduled_date,flight_arr_scheduled_full,flight_arr_scheduled_time,flight_arr_scheduled_UTC,flight_dep_actual_date,flight_dep_actual_full,flight_dep_actual_time,flight_dep_actual_UTC,flight_dep_estimated_date,flight_dep_estimated_full,flight_dep_estimated_time,flight_dep_estimated_UTC,flight_dep_scheduled_date,flight_dep_scheduled_full,flight_dep_scheduled_time,flight_dep_scheduled_UTC,flight_map_flag,flightArr,flightCarrier,flightDate,flightDep,flightNumber,flightStatus,flightTDOWN_date,flightTDOWN_full,flightTDOWN_time,flightTDOWN_UTC,flightTKOFF_date,flightTKOFF_full,flightTKOFF_time,flightTKOFF_UTC,lastUpdatedCache,prev_arrivalstation,prev_ata,prev_atd,prev_carrierCode,prev_departurestation,prev_eta,prev_etd,prev_flightnumber,prev_legcode,prev_sta,prev_std,recordLocator,rego,utcFlightArrival,utcFlightDepart
AK1618_2026-02-24_TWU_CAN,3,74,4,,""" """,2025-06-02,2025-06-02 01:45:00,1:45 AM,2025-06-01 17:45:00,null,null,null,null,2025-06-02,2025-06-02 01:30:00,1:30 AM,2025-06-01 17:30:00,2025-06-01,2025-06-01 22:10:00,10:10 PM,2025-06-01 14:10:00,null,null,null,null,2025-06-01,2025-06-01 22:00:00,10:00 PM,2025-06-01 14:00:00,False,CAN,AK,2025-06-01,TWU,"""AK 1618 """,Landed,null,null,null,null,null,null,null,null,2025-06-01 19:51:12,TWU,2025-06-01T13:38:00,2025-06-01T12:41:00,AK,BKI,2025-06-01T13:40:00,null,"""6262 ""","""  """,2025-06-01T13:35:00,2025-06-01T12:45:00,null,9M-RAE,2025-06-01 05:30:00,2025-06-01 14:00:00
AK237_2024-11-09,,16,B4,D,,2025-06-01,2025-06-01 12:08:00,12:08 PM,2025-06-01 04:08:00,null,null,null,null,2025-06-01,2025-06-01 12:15:00,12:15 PM,2025-06-01 04:15:00,2025-06-01,2025-06-01 09:12:00,9:12 AM,2025-06-01 01:12:00,null,null,null,null,2025-06-01,2025-06-01 09:15:00,9:15 AM,2025-06-01 01:15:00,False,HKG,AK,2025-06-01,BKI,"""AK 237  """,Landed,null,null,null,null,null,null,null,null,2025-06-01 04:21:17,"""   """,null,null,"""  ""","""   """,null,null,"""     ""","""  """,null,null,null,9M-RAG,2025-06-01 04:15:00,2025-06-01 01:15:00
AK351_2024-12-28,""" """,12,L18,"""U,V,W,X,Y""",""" """,2025-06-01,2025-06-01 13:12:00,1:12 PM,2025-06-01 06:12:00,null,null,null,null,2025-06-01,2025-06-01 13:00:00,1:00 PM,2025-06-01 06:00:00,2025-06-01,2025-06-01 11:57:00,11:57 AM,2025-06-01 03:57:00,null,null,null,null,2025-06-01,2025-06-01 11:50:00,11:50 AM,2025-06-01 03:50:00,False,CGK,AK,2025-06-01,KUL,"""AK 351  """,Landed,null,null,null,null,null,null,null,null,2025-06-01 07:11:14,KUL,2025-06-01T03:00:00,2025-06-01T01:27:00,AK,BTJ,2025-06-01T03:13:00,null,"""422  ""","""  """,2025-06-01T03:10:00,2025-06-01T01:35:00,null,9M-AQI,2025-06-01 06:00:00,2025-06-01 03:50:00
AK6051_2024-11-27,,,J5,"""S,T""",,2025-06-01,2025-06-01 09:09:00,9:09 AM,2025-06-01 01:09:00,null,null,null,null,2025-06-01,2025-06-01 09:20:00,9:20 AM,2025-06-01 01:20:00,2025-06-01,2025-06-01 08:19:00,8:19 AM,2025-06-01 00:19:00,null,null,null,null,2025-06-01,2025-06-01 08:25:00,8:25 AM,2025-06-01 00:25:00,False,JHB,AK,2025-06-01,KUL,"""AK 6051 """,Landed,null,null,null,null,null,null,null,null,2025-06-01 01:21:12,KUL,2025-05-31T23:47:00,2025-05-31T22:50:00,AK,JHB,2025-05-31T23:55:00,null,"""6052 ""","""  """,2025-05-31T23:50:00,2025-05-31T23:00:00,null,9M-AJN,2025-06-01 01:20:00,2025-06-01 00:25:00
AK273_2025-08-15_BWN_KUL,2,8,7,ROW D,""" """,2025-06-03,2025-06-03 11:56:00,11:56 AM,2025-06-03 03:56:00,null,null,null,null,2025-06-03,2025-06-03 11:55:00,11:55 AM,2025-06-03 03:55:00,2025-06-03,2025-06-03 09:16:00,9:16 AM,2025-06-03 01:16:00,null,null,null,null,2025-06-03,2025-06-03 09:30:00,9:30 AM,2025-06-03 01:30:00,False,KUL,AK,2025-06-03,BWN,"""AK 273  """,Landed,null,null,null,null,null,null,null,null,2025-06-03 04:01:35,BWN,2025-06-03T00:48:00,2025-06-02T22:30:00,AK,KUL,2025-06-03T00:48:00,null,"""272  ""","""  """,2025-06-03T00:55:00,2025-06-02T22:25:00,null,9M-AHX,2025-06-03 03:55:00,2025-06-03 01:30:00
AK71_2026-01-23_KUL_DAC,""" """,,L13,"""U,V,W,X,Y""",2,2025-06-02,2025-06-02 22:15:00,10:15 PM,2025-06-02 16:15:00,null,null,null,null,2025-06-02,2025-06-02 22:00:00,10:00 PM,2025-06-02 16:00:00,2025-06-02,2025-06-02 20:30:00,8:30 PM,2025-06-02 12:30:00,null,null,null,null,2025-06-02,2025-06-02 20:05:00,8:05 PM,2025-06-02 12:05:00,False,DAC,AK,2025-06-02,KUL,"""AK 71   """,Landed,null,null,null,null,null,null,null,null,2025-06-02 16:31:12,KUL,2025-06-02T11:33:00,2025-06-02T08:44:00,AK,DPS,2025-06-02T11:54:00,2025-06-02T08:18:00,"""377  ""","""  """,2025-06-02T10:25:00,2025-06-02T07:25:00,null,9M-VAD,2025-06-02 04:00:00,2025-06-02 12:05:00
AK236_2026-01-11_HKG_BKI,1,B,201,L6-L13,1,2025-06-01,2025-06-01 15:59:00,3:59 PM,2025-06-01 07:59:00,null,null,null,null,2025-06-01,2025-06-01 15:55:00,3:55 PM,2025-06-01 07:55:00,2025-06-01,2025-06-01 13:05:00,1:05 PM,2025-06-01 05:05:00,null,null,null,null,2025-06-01,2025-06-01 13:05:00,1:05 PM,2025-06-01 05:05:00,False,BKI,AK,2025-06-01,HKG,"""AK 236  """,Landed,null,null,null,null,null,null,null,null,2025-06-01 08:11:17,HKG,2025-06-01T04:16:00,2025-06-01T01:20:00,AK,BKI,2025-06-01T04:19:00,null,"""237  ""","""  """,2025-06-01T04:15:00,2025-06-01T01:20:00,null,9M-RAN,2025-06-01 07:55:00,2025-06-01 05:05:00
AK707_2025-07-28_KUL_SIN,4,6,L14,"""U,V,W,X,Y""",2,2025-06-02,2025-06-02 10:42:00,10:42 AM,2025-06-02 02:42:00,null,null,null,null,2025-06-02,2025-06-02 10:50:00,10:50 AM,2025-06-02 02:50:00,2025-06-02,2025-06-02 09:31:00,9:31 AM,2025-06-02 01:31:00,null,null,null,null,2025-06-02,2025-06-02 09:35:00,9:35 AM,2025-06-02 01:35:00,False,SIN,AK,2025-06-02,KUL,"""AK 707  """,Landed,null,null,null,null,null,null,null,null,2025-06-02 04:11:12,KUL,2025-06-02T00:52:00,2025-06-01T23:57:00,AK,PEN,2025-06-02T01:08:00,null,"""6123 ""","""  """,2025-06-02T01:05:00,2025-06-02T00:05:00,null,9M-RCB,2025-06-02 02:50:00,2025-06-02 01:35:00
AK6350_2025-04-04_KCH_BKI,1,,,,""" """,2025-06-02,2025-06-02 07:13:00,7:13 AM,2025-06-01 23:13:00,null,null,null,null,2025-06-02,2025-06-02 07:25:00,7:25 AM,2025-06-01 23:25:00,2025-06-02,2025-06-02 05:49:00,5:49 AM,2025-06-01 21:49:00,null,null,null,null,2025-06-02,2025-06-02 06:00:00,6:00 AM,2025-06-01 22:00:00,False,BKI,AK,2025-06-01,KCH,"""AK 6350 """,Landed,null,null,null,null,null,null,null,null,2025-06-01 23:31:17,"""   """,null,null,"""  ""","""   """,null,null,"""     ""","""  """,null,null,null,9M-AQP,2025-06-01 11:25:00,2025-06-01 22:00:00
AK702_2025-03-14_SIN_KUL,2,8,G1,"""4,5""",4,2025-06-01,2025-06-01 09:44:00,9:44 AM,2025-06-01 01:44:00,null,null,null,null,2025-06-01,2025-06-01 09:55:00,9:55 AM,2025-06-01 01:55:00,2025-06-01,2025-06-01 08:54:00,8:54 AM,2025-06-01 00:54:00,null,null,null,null,2025-06-01,2025-06-01 08:55:00,8:55 AM,2025-06-01 00:55:00,False,KUL,AK,2025-06-01,SIN,"""AK 702  """,Landed,null,null,null,null,null,null,null,null,2025-06-01 01:51:16,SIN,2025-06-01T00:09:00,2025-05-31T22:58:00,AK,KUL,2025-06-01T00:03:00,null,"""703  ""","""  """,2025-06-01T00:20:00,2025-05-31T23:10:00,null,9M-VAD,2025-06-01 01:55:00,2025-06-01 00:55:00
AK101_2026-01-10_KUL_KMG,""" """,2,L8,"""U,V,W,X,Y""",2,2025-06-02,2025-06-02 16:47:00,4:47 PM,2025-06-02 08:47:00,null,null,null,null,2025-06-02,2025-06-02 16:55:00,4:55 PM,2025-06-02 08:55:00,2025-06-02,2025-06-02 13:04:00,1:04 PM,2025-06-02 05:04:00,null,null,null,null,2025-06-02,2025-06-02 13:10:00,1:10 PM,2025-06-02 05:10:00,False,KMG,AK,2025-06-02,KUL,"""AK 101  """,Landed,null,null,null,null,null,null,null,null,2025-06-02 09:51:10,KUL,2025-06-02T04:06:00,2025-06-02T02:58:00,AK,LGK,2025-06-02T04:08:00,2025-06-02T03:00:00,"""6307 ""","""  """,2025-06-02T03:50:00,2025-06-02T02:50:00,null,9M-VAB,2025-06-02 08:55:00,2025-06-02 05:10:00
AK723_2026-04-02_KUL_SIN,4,3,L5,"""U,V,W,X,Y""",2,2025-06-03,2025-06-03 22:25:00,10:25 PM,2025-06-03 14:25:00,null,null,null,null,2025-06-03,2025-06-03 22:45:00,10:45 PM,2025-06-03 14:45:00,2025-06-03,2025-06-03 21:21:00,9:21 PM,2025-06-03 13:21:00,null,null,null,null,2025-06-03,2025-06-03 21:30:00,9:30 PM,2025-06-03 13:30:00,False,SIN,AK,2025-06-03,KUL,"""AK 723  """,Landed,null,null,null,null,null,null,null,null,2025-06-03 14:41:10,KUL,2025-06-03T12:20:00,2025-06-03T10:49:00,AK,BTJ,2025-06-03T12:28:00,2025-06-03T10:48:00,"""420  ""","""  """,2025-06-03T12:20:00,2025-06-03T10:45:00,null,9M-AQD,2025-06-03 02:45:00,2025-06-03 13:30:00
AK1690_2024-11-18,,18,A1A,24-36,,2025-06-02,2025-06-02 02:27:00,2:27 AM,2025-06-01 18:27:00,null,null,null,null,2025-06-02,2025-06-02 02:35:00,2:35 AM,2025-06-01 18:35:00,2025-06-01,2025-06-01 22:32:00,10:32 PM,2025-06-01 14:32:00,null,null,null,null,2025-06-01,2025-06-01 22:45:00,10:45 PM,2025-06-01 14:45:00,False,SZX,AK,2025-06-01,PEN,"""AK 1690 """,Landed,null,null,null,null,null,null,null,null,2025-06-01 18:51:12,PEN,2025-06-01T11:36:00,2025-06-01T10:40:00,AK,KUL,2025-06-01T11:37:00,2025-06-01T10:34:00,"""6130 ""","""  """,2025-06-01T11:15:00,2025-06-01T10:15:00,null,9M-AJY,2025-06-01 06:35:00,2025-06-01 14:45:00
AK6119_2026-01-02_PEN_KUL,2,1,B3,24-36,""" """,2025-06-03,2025-06-03 12:32:00,12:32 PM,2025-06-03 04:32:00,null,null,null,null,2025-06-03,2025-06-03 11:55:00,11:55 AM,2025-06-03 03:55:00,2025-06-03,2025-06-03 11:26:00,11:26 AM,2025-06-03 03:26:00,null,null,null,null,2025-06-03,2025-06-03 10:55:00,10:55 AM,2025-06-03 02:55:00,False,KUL,AK,2025-06-03,PEN,"""AK 6119 """,Landed,null,null,null,null,null,null,null,null,2025-06-03 04:41:14,PEN,2025-06-03T02:45:00,2025-06-03T01:37:00,AK,KUL,2025-06-03T02:39:00,null,"""6118 ""","""  """,2025-06-03T02:25:00,2025-06-03T01:30:00,null,9M-AJE,2025-06-03 03:55:00,2025-06-03 02:55:00
AK714_2026-02-24_SIN_KUL,2,5,G14,"""4,5""",4,2025-06-02,2025-06-02 18:59:00,6:59 PM,2025-06-02 10:59:00,null,null,null,null,2025-06-02,2025-06-02 17:45:00,5:45 PM,2025-06-02 09:45:00,2025-06-02,2025-06-02 17:55:00,5:55 PM,2025-06-02 09:55:00,null,null,null,null,2025-06-02,2025-06-02 16:35:00,4:35 PM,2025-06-02 08:35:00,False,KUL,AK,2025-06-02,SIN,"""AK 714  """,Landed,null,null,null,null,null,null,null,null,2025-06-02 11:21:16,SIN,2025-06-02T09:27:00,2025-06-02T07:21:00,AK,KUL,2025-06-02T09:19:00,2025-06-02T06:55:00,"""715  ""","""  """,2025-06-02T08:10:00,2025-06-02T06:55:00,null,9M-RAK,2025-06-02 09:45:00,2025-06-02 08:35:00
AK525_2026-02-13_SGN_KUL,2,,,,2,null,null,null,null,2025-06-04,2025-06-04 03:07:00,3:07 AM,2025-06-03 19:07:00,2025-06-03,2025-06-03 23:10:00,11:10 PM,2025-06-03 15:10:00,2025-06-04,2025-06-04 00:01:00,12:01 AM,2025-06-03 17:01:00,null,null,null,null,2025-06-03,2025-06-03 20:15:00,8:15 PM,2025-06-03 13:15:00,False,KUL,AK,2025-06-03,SGN,"""AK 525  """,landed,null,null,null,null,null,null,null,null,2025-06-03 17:51:12,SGN,2025-06-03T16:13:00,2025-06-03T13:56:00,AK,KUL,2025-06-03T15:55:00,2025-06-03T13:30:00,"""524  ""","""  """,2025-06-03T12:45:00,2025-06-03T10:45:00,null,9M-AQM,2025-06-03 03:10:00,2025-06-03 13:15:00
AK6467_2025-10-10_SBW_KCH,""" """,A,,1-7,""" """,2025-06-04,2025-06-04 11:02:00,11:02 AM,2025-06-04 03:02:00,null,null,null,null,2025-06-04,2025-06-04 11:10:00,11:10 AM,2025-06-04 03:10:00,2025-06-04,2025-06-04 10:23:00,10:23 AM,2025-06-04 02:23:00,null,null,null,null,2025-06-04,2025-06-04 10:35:00,10:35 AM,2025-06-04 02:35:00,False,KCH,AK,2025-06-04,SBW,"""AK 6467 """,Landed,null,null,null,null,null,null,null,null,2025-06-04 03:21:11,SBW,2025-06-04T01:56:00,2025-06-04T01:18:00,AK,KCH,2025-06-04T02:02:00,null,"""6466 ""","""  """,2025-06-04T02:10:00,2025-06-04T01:35:00,null,9M-AJI,2025-06-04 03:10:00,2025-06-04 02:35:00
AK305_2026-01-07_LOP_KUL,2,10,6,14-16,""" """,2025-06-02,2025-06-02 16:22:00,4:22 PM,2025-06-02 08:22:00,null,null,null,null,2025-06-02,2025-06-02 16:05:00,4:05 PM,2025-06-02 08:05:00,2025-06-02,2025-06-02 13:20:00,1:20 PM,2025-06-02 05:20:00,null,null,null,null,2025-06-02,2025-06-02 12:55:00,12:55 PM,2025-06-02 04:55:00,False,KUL,AK,2025-06-02,LOP,"""AK 305  """,Landed,null,null,null,null,null,null,null,null,2025-06-02 08:31:14,LOP,2025-06-02T05:01:00,2025-06-02T04:47:00,AK,LOP,2025-06-02T08:02:00,null,"""305  ""","""A """,2025-06-02T08:05:00,2025-06-02T04:55:00,null,9M-AQG,2025-06-02 08:05:00,2025-06-02 04:55:00
AK5119_2025-09-19_BKI_KUL,2,1,A10,D01-D16,1,2025-06-03,2025-06-03 01:56:00,1:56 AM,2025-06-02 17:56:00,null,null,null,null,2025-06-03,2025-06-03 01:10:00,1:10 AM,2025-06-02 17:10:00,2025-06-02,2025-06-02 23:25:00,11:25 PM,2025-06-02 15:25:00,null,null,null,null,2025-06-02,2025-06-02 22:40:00,10:40 PM,2025-06-02 14:40:00,False,KUL,AK,2025-06-02,BKI,"""AK 5119 """,Landed,null,null,null,null,null,null,null,null,2025-06-02 18:11:11,BKI,2025-06-02T14:43:00,2025-06-02T12:07:00,AK,KUL,2025-06-02T14:43:00,2025-06-02T11:50:00,"""5118 ""","""  """,2025-06-02T14:15:00,2025-06-02T11:35:00,null,9M-RAJ,2025-06-02 05:10:00,2025-06-02 14:40:00
AK523_2026-04-16_SGN_KUL,2,7,17,"""I,J""",2,2025-06-02,2025-06-02 19:13:00,7:13 PM,2025-06-02 11:13:00,null,null,null,null,2025-06-02,2025-06-02 19:10:00,7:10 PM,2025-06-02 11:10:00,2025-06-02,2025-06-02 16:15:00,4:15 PM,2025-06-02 09:15:00,null,null,null,null,2025-06-02,2025-06-02 16:10:00,4:10 PM,2025-06-02 09:10:00,False,KUL,AK,2025-06-02,SGN,"""AK 523  """,Landed,null,null,null,null,null,null,null,null,2025-06-02 11:41:13,SGN,2025-06-02T08:44:00,2025-06-02T06:41:00,AK,KUL,2025-06-02T08:54:00,null,"""522  ""","""  """,2025-06-02T08:40:00,2025-06-02T06:40:00,null,9M-RAD,2025-06-02 11:10:00,2025-06-02 09:10:00
AK523_2025-01-29_SGN_KUL,2,5,,"""I,J""",2,2025-06-01,2025-06-01 19:30:00,7:30 PM,2025-06-01 11:30:00,null,null,null,null,2025-06-01,2025-06-01 19:10:00,7:10 PM,2025-06-01 11:10:00,2025-06-01,2025-06-01 16:28:00,4:28 PM,2025-06-01 09:28:00,null,null,null,null,2025-06-01,2025-06-01 16:10:00,4:10 PM,2025-06-01 09:10:00,False,KUL,AK,2025-06-01,SGN,"""AK 523  """,Landed,null,null,null,null,null,null,null,null,2025-06-01 12:11:14,SGN,2025-06-01T08:57:00,2025-06-01T06:51:00,AK,KUL,2025-06-01T08:54:00,2025-06-01T06:50:00,"""522  ""","""  """,2025-06-01T08:40:00,2025-06-01T06:35:00,null,9M-AGI,2025-06-01 11:10:00,2025-06-01 09:10:00
AK710_2026-03-24_SIN_KUL,2,4,G13,"""4,5""",4,2025-06-04,2025-06-04 15:49:00,3:49 PM,2025-06-04 07:49:00,null,null,null,null,2025-06-04,2025-06-04 15:20:00,3:20 PM,2025-06-04 07:20:00,2025-06-04,2025-06-04 14:50:00,2:50 PM,2025-06-04 06:50:00,null,null,null,null,2025-06-04,2025-06-04 14:10:00,2:10 PM,2025-06-04 06:10:00,False,KUL,AK,2025-06-04,SIN,"""AK 710  """,Landed,null,null,null,null,null,null,null,null,2025-06-04 08:01:26,SIN,2025-06-04T06:17:00,2025-06-04T04:53:00,AK,KUL,2025-06-04T06:03:00,null,"""711  ""","""  """,2025-06-04T05:40:00,2025-06-04T04:30:00,null,9M-AHY,2025-06-04 07:20:00,2025-06-04 06:10:00
AK5032_2025-01-29_JHB_SBW,""" """,,,,""" """,2025-06-01,2025-06-01 17:08:00,5:08 PM,2025-06-01 09:08:00,null,null,null,null,2025-06-01,2025-06-01 17:10:00,5:10 PM,2025-06-01 09:10:00,2025-06-01,2025-06-01 15:27:00,3:27 PM,2025-06-01 07:27:00,null,null,null,null,2025-06-01,2025-06-01 15:35:00,3:35 PM,2025-06-01 07:35:00,False,SBW,AK,2025-06-01,JHB,"""AK 5032 """,Landed,null,null,null,null,null,null,null,null,2025-06-01 10:31:11,JHB,2025-06-01T07:02:00,2025-06-01T06:03:00,AK,IPH,2025-06-01T07:00:00,null,"""9355 ""","""  """,2025-06-01T07:10:00,2025-06-01T06:15:00,null,9M-AQH,2025-06-01 09:10:00,2025-06-01 07:35:00
AK6463_2025-12-12_SBW_KCH,""" """,A,3A,1-7,""" """,2025-06-03,2025-06-03 09:09:00,9:09 AM,2025-06-03 01:09:00,null,null,null,null,2025-06-03,2025-06-03 08:40:00,8:40 AM,2025-06-03 00:40:00,2025-06-03,2025-06-03 08:31:00,8:31 AM,2025-06-03 00:31:00,null,null,null,null,2025-06-03,2025-06-03 08:05:00,8:05 AM,2025-06-03 00:05:00,False,KCH,AK,2025-06-03,SBW,"""AK 6463 """,Landed,null,null,null,null,null,null,null,null,2025-06-03 01:41:17,SBW,2025-06-03T00:01:00,2025-06-02T22:46:00,AK,KCH,2025-06-02T23:30:00,null,"""6462 ""","""  """,2025-06-02T23:35:00,2025-06-02T23:00:00,null,9M-AQD,2025-06-03 12:40:00,2025-06-03 00:05:00
AK6243_2025-09-13_LGK_PEN,""" """,E,3,1-9,""" """,2025-06-01,2025-06-01 18:03:00,6:03 PM,2025-06-01 10:03:00,null,null,null,null,2025-06-01,2025-06-01 18:35:00,6:35 PM,2025-06-01 10:35:00,2025-06-01,2025-06-01 17:34:00,5:34 PM,2025-06-01 09:34:00,null,null,null,null,2025-06-01,2025-06-01 18:00:00,6:00 PM,2025-06-01 10:00:00,False,PEN,AK,2025-06-01,LGK,"""AK 6243 """,Landed,null,null,null,null,null,null,null,null,2025-06-01 10:11:12,LGK,2025-06-01T09:16:00,2025-06-01T08:44:00,AK,PEN,2025-06-01T09:19:00,null,"""6242 ""","""  """,2025-06-01T09:35:00,2025-06-01T09:00:00,null,9M-RAU,2025-06-01 10:35:00,2025-06-01 10:00:00
AK9437_2025-04-05_KBR_KUL,2,1,,12-15,""" """,2025-06-01,2025-06-01 18:28:00,6:28 PM,2025-06-01 10:28:00,null,null,null,null,2025-06-01,2025-06-01 17:05:00,5:05 PM,2025-06-01 09:05:00,2025-06-01,2025-06-01 17:05:00,5:05 PM,2025-06-01 09:05:00,null,null,null,null,2025-06-01,2025-06-01 16:00:00,4:00 PM,2025-06-01 08:00:00,False,KUL,AK,2025-06-01,KBR,"""AK 9437 """,Landed,null,null,null,null,null,null,null,null,2025-06-01 10:41:08,KBR,2025-06-01T08:35:00,2025-06-01T07:08:00,AK,KUL,2025-06-01T08:36:00,2025-06-01T06:45:00,"""9436 ""","""  """,2025-06-01T07:35:00,2025-06-01T06:30:00,null,9M-RCB,2025-06-01 09:05:00,2025-06-01 08:00:00
AK5322_2025-08-16_PEN_BKI,1,D,A1A,24-36,""" """,2025-06-02,2025-06-02 08:39:00,8:39 AM,2025-06-02 00:39:00,null,null,null,null,2025-06-02,2025-06-02 08:50:00,8:50 AM,2025-06-02 00:50:00,2025-06-02,2025-06-02 05:57:00,5:57 AM,2025-06-01 21:57:00,null,null,null,null,2025-06-02,2025-06-02 06:00:00,6:00 AM,2025-06-01 22:00:00,False,BKI,AK,2025-06-01,PEN,"""AK 5322 """,Landed,null,null,null,null,null,null,null,null,2025-06-02 00:51:14,"""   """,null,null,"""  ""","""   """,null,null,"""     ""","""  """,null,null,null,9M-AQN,2025-06-02 12:50:00,2025-06-01 22:00:00
AK6063_2025-12-10_BTU_KCH,""" """,A,PBB1,7-10,""" """,2025-06-01,2025-06-01 14:34:00,2:34 PM,2025-06-01 06:34:00,null,null,null,null,2025-06-01,2025-06-01 14:35:00,2:35 PM,2025-06-01 06:35:00,2025-06-01,2025-06-01 13:46:00,1:46 PM,2025-06-01 05:46:00,null,null,null,null,2025-06-01,2025-06-01 13:45:00,1:45 PM,2025-06-01 05:45:00,False,KCH,AK,2025-06-01,BTU,"""AK 6063 """,Landed,null,null,null,null,null,null,null,null,2025-06-01 06:41:14,BTU,2025-06-01T05:16:00,2025-06-01T04:25:00,AK,KCH,2025-06-01T05:15:00,null,"""6062 ""","""  """,2025-06-01T05:20:00,2025-06-01T04:30:00,null,9M-AFF,2025-06-01 06:35:00,2025-06-01 05:45:00
AK6466_2024-12-30,""" """,,1,,""" """,2025-06-01,2025-06-01 20:56:00,8:56 PM,2025-06-01 12:56:00,null,null,null,null,2025-06-01,2025-06-01 21:10:00,9:10 PM,2025-06-01 13:10:00,2025-06-01,2025-06-01 20:17:00,8:17 PM,2025-06-01 12:17:00,null,null,null,null,2025-06-01,2025-06-01 20:30:00,8:30 PM,2025-06-01 12:30:00,False,SBW,AK,2025-06-01,KCH,"""AK 6466 """,Landed,null,null,null,null,null,null,null,null,2025-06-01 14:21:13,KCH,2025-06-01T11:57:00,2025-06-01T11:11:00,AK,BTU,2025-06-01T12:01:00,null,"""6059 ""","""  """,2025-06-01T12:05:00,2025-06-01T11:15:00,null,9M-AQS,2025-06-01 01:10:00,2025-06-01 12:30:00
AK337_2025-03-11_LBJ_KUL,2,6,,,""" """,2025-06-01,2025-06-01 18:02:00,6:02 PM,2025-06-01 10:02:00,null,null,null,null,2025-06-01,2025-06-01 18:35:00,6:35 PM,2025-06-01 10:35:00,2025-06-01,2025-06-01 14:42:00,2:42 PM,2025-06-01 06:42:00,null,null,null,null,2025-06-01,2025-06-01 14:55:00,2:55 PM,2025-06-01 06:55:00,False,KUL,AK,2025-06-01,LBJ,"""AK 337  """,Landed,null,null,null,null,null,null,null,null,2025-06-01 11:31:14,LBJ,2025-06-01T06:18:00,2025-06-01T02:43:00,AK,KUL,2025-06-01T06:26:00,null,"""336  ""","""  """,2025-06-01T06:25:00,2025-06-01T02:45:00,null,9M-DAF,2025-06-01 10:35:00,2025-06-01 06:55:00
AK47_2025-12-05_KUL_CMB,""" """,2,P1,"""U,V,W,X,Y""",2,2025-06-01,2025-06-01 21:58:00,9:58 PM,2025-06-01 16:28:00,null,null,null,null,2025-06-01,2025-06-01 21:50:00,9:50 PM,2025-06-01 16:20:00,2025-06-01,2025-06-01 20:52:00,8:52 PM,2025-06-01 12:52:00,null,null,null,null,2025-06-01,2025-06-01 20:50:00,8:50 PM,2025-06-01 12:50:00,False,CMB,AK,2025-06-01,KUL,"""AK 47   """,Landed,null,null,null,null,null,null,null,null,2025-06-01 17:31:10,KUL,2025-06-01T11:51:00,2025-06-01T09:56:00,AK,SGN,2025-06-01T11:51:00,2025-06-01T09:50:00,"""523  ""","""  """,2025-06-01T11:10:00,2025-06-01T09:10:00,null,9M-AJG,2025-06-01 04:20:00,2025-06-01 12:50:00
AK377_2025-03-26_DPS_KUL,2,,6C,E11-E14,""" """,null,null,null,null,2025-06-01,2025-06-01 21:53:00,9:53 PM,2025-06-01 13:53:00,2025-06-01,2025-06-01 17:50:00,5:50 PM,2025-06-01 09:50:00,2025-06-01,2025-06-01 18:48:00,6:48 PM,2025-06-01 10:48:00,null,null,null,null,2025-06-01,2025-06-01 14:55:00,2:55 PM,2025-06-01 06:55:00,False,KUL,AK,2025-06-01,DPS,"""AK 377  """,Departed,null,null,null,null,null,null,null,null,2025-06-01 11:51:12,KUL,2025-06-01T06:03:00,2025-06-01T04:27:00,AK,HKT,2025-06-01T06:07:00,null,"""833  ""","""  """,2025-06-01T06:05:00,2025-06-01T04:30:00,null,9M-RAA,2025-06-01 09:50:00,2025-06-01 06:55:00
AK25_2025-09-14_KUL_TRZ,""" """,,Q5,"""U,V,W,X,Y""",2,2025-06-02,2025-06-02 09:18:00,9:18 AM,2025-06-02 03:48:00,null,null,null,null,2025-06-02,2025-06-02 08:55:00,8:55 AM,2025-06-02 03:25:00,2025-06-02,2025-06-02 08:09:00,8:09 AM,2025-06-02 00:09:00,null,null,null,null,2025-06-02,2025-06-02 07:45:00,7:45 AM,2025-06-01 23:45:00,False,TRZ,AK,2025-06-01,KUL,"""AK 25   """,Landed,null,null,null,null,null,null,null,null,2025-06-02 04:31:15,"""   """,null,null,"""  ""","""   """,null,null,"""     ""","""  """,null,null,null,9M-AFD,2025-06-02 03:25:00,2025-06-01 23:45:00
AK6223_2025-04-18_TGG_KUL,2,2,,3-5,""" """,2025-06-01,2025-06-01 12:42:00,12:42 PM,2025-06-01 04:42:00,null,null,null,null,2025-06-01,2025-06-01 12:45:00,12:45 PM,2025-06-01 04:45:00,2025-06-01,2025-06-01 11:35:00,11:35 AM,2025-06-01 03:35:00,null,null,null,null,2025-06-01,2025-06-01 11:40:00,11:40 AM,2025-06-01 03:40:00,False,KUL,AK,2025-06-01,TGG,"""AK 6223 """,Landed,null,null,null,null,null,null,null,null,2025-06-01 04:51:21,TGG,2025-06-01T03:08:00,2025-06-01T02:10:00,AK,KUL,2025-06-01T03:13:00,null,"""6222 ""","""  """,2025-06-01T03:10:00,2025-06-01T02:15:00,null,9M-RAL,2025-06-01 04:45:00,2025-06-01 03:40:00
