flight_id,aircraftAge,aircraftType,airlineCode,airlineName,airlinePhone,arrivalAirportHelpline,arrivalDeviation,boardingStatus,delay,departureAirportHelpline,departureDeviation,destAirport,distance,duration,durationStr,flightNumber,flightUniqueId,isArrivalDelayed,isDepartureDelayed,nextDayCount,onTimeAccuracy,originAirport,providerStatus,status,statusMap,technicalStop,terminalInfo,timings
681_2025-06-03_PKY_SUB,,B739,JT,Lion Airlines,'+62 21 63798000,'+62 31 2986700,"{""deviatedTime"":{""S"":""16:30""},""deviationType"":{""S"":""Delay""},""colorCode"":{""S"":""#DC3532""},""deviationText"":{""S"":""50m Delay""},""deviationTime"":{""N"":""1748943000000""},""deviatedDate"":{""S"":""Sun, 03 Jun""},""colorEnum"":{""S"":""CRITICAL""},""status"":{""S"":""Arrived""}}",,,,"{""deviatedTime"":{""S"":""15:24""},""deviationType"":{""S"":""Delay""},""colorCode"":{""S"":""#DC3532""},""deviationText"":{""S"":""59m Delay""},""deviationTime"":{""N"":""1748939040000""},""deviatedDate"":{""S"":""Sun, 03 Jun""},""colorEnum"":{""S"":""CRITICAL""},""status"":{""S"":""Departed""}}","{""code"":{""S"":""SUB""},""cityName"":{""S"":""Surabaya""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-7.21738""},""name"":{""S"":""Juanda""},""timeZone"":{""S"":""Asia/Jakarta""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""112.72016""}}",586,4500000,1h 15m,681,JT681PKYSUB03062025,,,0,36.67%,"{""code"":{""S"":""PKY""},""cityName"":{""S"":""Palangkaraya""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-2.2165999""},""name"":{""S"":""Palangkaraya""},""timeZone"":{""S"":""Asia/Pontianak""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""113.9333""}}",arrival,,"{""colorCode"":{""S"":""#2B9950""},""code"":{""S"":""S""},""state"":{""S"":""schedule""},""status"":{""S"":""Scheduled""},""colorCodeEnum"":{""S"":""SUCCESS""}}",,"{""departureTerminal"":{""S"":""MAIN""},""checkinCounter"":{""S"":""""},""departureGate"":{""S"":""""},""baggage"":{""S"":""B2""},""arrivalTerminal"":{""S"":""T1""}}","{""scheduledArrivalDate"":{""S"":""Sun, 03 Jun""},""scheduledArrTime"":{""N"":""1748940000000""},""actualArrTime"":{""N"":""1748943000000""},""scheduledDepartureDate"":{""S"":""Sun, 03 Jun""},""actualDepTime"":{""N"":""1748939040000""},""scheduledDepTime"":{""N"":""1748935500000""},""estimatedDepTime"":{""N"":""1748935500000""},""scheduledDepartureTime"":{""S"":""14:25""},""scheduledArrivalTime"":{""S"":""15:40""},""estimatedArrTime"":{""N"":""1748942790000""}}"
985_2025-06-11_TIM_UPG,,B739,JT,Lion Airlines,'+62 8041778899,'+62 411 550123,"{""deviatedTime"":{""S"":""12:50""},""deviationType"":{""S"":""Delay""},""colorCode"":{""S"":""#DC3532""},""deviationText"":{""S"":""5m Delay""},""deviationTime"":{""N"":""1749617400000""},""deviatedDate"":{""S"":""Sun, 11 Jun""},""colorEnum"":{""S"":""CRITICAL""},""status"":{""S"":""Arrived""}}",,,,"{""deviatedTime"":{""S"":""11:16""},""deviationType"":{""S"":""Delay""},""colorCode"":{""S"":""#DC3532""},""deviationText"":{""S"":""21m Delay""},""deviationTime"":{""N"":""1749608160000""},""deviatedDate"":{""S"":""Sun, 11 Jun""},""colorEnum"":{""S"":""CRITICAL""},""status"":{""S"":""Departed""}}","{""code"":{""S"":""UPG""},""cityName"":{""S"":""Ujung Pandang""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-5.077019""},""name"":{""S"":""Sultan Hasanuddin International Airport""},""timeZone"":{""S"":""Asia/Makassar""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""119.547738""}}",1920,10200000,2h 50m,985,JT985TIMUPG11062025,,,0,63.33%,"{""code"":{""S"":""TIM""},""cityName"":{""S"":""Tembagapura""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-4.53438""},""name"":{""S"":""Timika""},""timeZone"":{""S"":""Asia/Jayapura""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""136.888""}}",arrival,,"{""colorCode"":{""S"":""#2B9950""},""code"":{""S"":""S""},""state"":{""S"":""schedule""},""status"":{""S"":""Scheduled""},""colorCodeEnum"":{""S"":""SUCCESS""}}",,"{""departureTerminal"":{""S"":""MAIN""},""checkinCounter"":{""S"":""""},""departureGate"":{""S"":""""},""baggage"":{""S"":""8""},""arrivalTerminal"":{""S"":""D""}}","{""scheduledArrivalDate"":{""S"":""Sun, 11 Jun""},""scheduledArrTime"":{""N"":""1749617100000""},""actualArrTime"":{""N"":""1749617400000""},""scheduledDepartureDate"":{""S"":""Sun, 11 Jun""},""actualDepTime"":{""N"":""1749608160000""},""scheduledDepTime"":{""N"":""1749606900000""},""estimatedDepTime"":{""N"":""1749606900000""},""scheduledDepartureTime"":{""S"":""10:55""},""scheduledArrivalTime"":{""S"":""12:45""},""inGateTime"":{""N"":""1749617580000""},""estimatedArrTime"":{""N"":""1749617100000""}}"
845_2025-06-04_BDJ_DPS,,B739,JT,Lion Airlines,'+62 21 63798000,'+62 361 9351 011,"{""deviatedTime"":{""S"":""14:03""},""deviationType"":{""S"":""Delay""},""colorCode"":{""S"":""#DC3532""},""deviationText"":{""S"":""18m Delay""},""deviationTime"":{""N"":""1749016980000""},""deviatedDate"":{""S"":""Mon, 04 Jun""},""colorEnum"":{""S"":""CRITICAL""},""status"":{""S"":""Arrived""}}",,,,"{""deviatedTime"":{""S"":""13:00""},""deviationType"":{""S"":""Delay""},""colorCode"":{""S"":""#DC3532""},""deviationText"":{""S"":""35m Delay""},""deviationTime"":{""N"":""1749013200000""},""deviatedDate"":{""S"":""Mon, 04 Jun""},""colorEnum"":{""S"":""CRITICAL""},""status"":{""S"":""Departed""}}","{""code"":{""S"":""DPS""},""cityName"":{""S"":""Bali""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-8.74827""},""name"":{""S"":""Ngurah Rai""},""timeZone"":{""S"":""Asia/Makassar""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""115.165""}}",588,4800000,1h 20m,845,JT845BDJDPS04062025,,,0,80.00%,"{""code"":{""S"":""BDJ""},""cityName"":{""S"":""Banjarmasin""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-3.44244""},""name"":{""S"":""Sjamsudin Noor""},""timeZone"":{""S"":""Asia/Makassar""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""114.75388""}}",arrival,,"{""colorCode"":{""S"":""#2B9950""},""code"":{""S"":""S""},""state"":{""S"":""schedule""},""status"":{""S"":""Scheduled""},""colorCodeEnum"":{""S"":""SUCCESS""}}",,"{""departureTerminal"":{""S"":""T1""},""checkinCounter"":{""S"":""31-32""},""departureGate"":{""S"":""3""},""baggage"":{""S"":""D3""},""arrivalTerminal"":{""S"":""D""}}","{""scheduledArrivalDate"":{""S"":""Mon, 04 Jun""},""scheduledArrTime"":{""N"":""1749015900000""},""actualArrTime"":{""N"":""1749016980000""},""scheduledDepartureDate"":{""S"":""Mon, 04 Jun""},""actualDepTime"":{""N"":""1749013200000""},""scheduledDepTime"":{""N"":""1749011100000""},""estimatedDepTime"":{""N"":""1749011100000""},""scheduledDepartureTime"":{""S"":""12:25""},""scheduledArrivalTime"":{""S"":""13:45""},""inGateTime"":{""N"":""1749016800000""},""estimatedArrTime"":{""N"":""1749016800000""}}"
989_2025-06-06_BTH_KNO,,B738,JT,Lion Airlines,'+62 8041778899,'+62 61 88880300,"{""deviatedTime"":{""S"":""20:19""},""deviationType"":{""S"":""Early""},""colorCode"":{""S"":""#2B9950""},""deviationText"":{""S"":""21m Early""},""deviationTime"":{""N"":""1749215940000""},""deviatedDate"":{""S"":""Thu, 2 Apr""},""colorEnum"":{""S"":""SUCCESS""},""status"":{""S"":""Arrived""}}",,,,"{""deviationType"":{""S"":""OnTime""},""colorCode"":{""S"":""#2B9950""},""deviationText"":{""S"":""On time""},""colorEnum"":{""S"":""SUCCESS""},""status"":{""S"":""Departed""}}","{""code"":{""S"":""KNO""},""cityName"":{""S"":""Kuala Namu""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""3.635369""},""name"":{""S"":""Kuala Namu International Airport""},""timeZone"":{""S"":""Asia/Jakarta""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""98.879016""}}",661,5400000,1h 30m,989,JT989BTHKNO06062025,,,0,93.33%,"{""code"":{""S"":""BTH""},""cityName"":{""S"":""Batam Centre""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""1.1247311554469""},""name"":{""S"":""Hang Nadim""},""timeZone"":{""S"":""Asia/Jakarta""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""104.111685682373""}}",arrival,,"{""colorCode"":{""S"":""#2B9950""},""code"":{""S"":""S""},""state"":{""S"":""schedule""},""status"":{""S"":""Scheduled""},""colorCodeEnum"":{""S"":""SUCCESS""}}",,"{""departureTerminal"":{""S"":""MAIN""},""checkinCounter"":{""S"":""2-13""},""departureGate"":{""S"":""""},""baggage"":{""S"":""""},""arrivalTerminal"":{""S"":""T1""}}","{""scheduledArrivalDate"":{""S"":""Thu, 2 Apr""},""scheduledArrTime"":{""N"":""1749217200000""},""actualArrTime"":{""N"":""1749215940000""},""scheduledDepartureDate"":{""S"":""Thu, 2 Apr""},""outGateTime"":{""N"":""1749211320000""},""actualDepTime"":{""N"":""1749211800000""},""scheduledDepTime"":{""N"":""1749211800000""},""estimatedDepTime"":{""N"":""1749211800000""},""scheduledDepartureTime"":{""S"":""19:10""},""scheduledArrivalTime"":{""S"":""20:40""},""inGateTime"":{""N"":""1749216300000""},""estimatedArrTime"":{""N"":""1749216000000""}}"
111_2025-06-01_JED_CGK,,,JT,Lion Airlines,'+62 8041778899,,,,0,,,"{""code"":{""S"":""CGK""},""cityName"":{""S"":""Jakarta""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-6.1251602""},""name"":{""S"":""Soekarno Hatta Intl""},""timeZone"":{""S"":""Asia/Jakarta""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""106.65777""}}",,,,111,JT111JEDCGK01062025,true,true,,,"{""code"":{""S"":""JED""},""cityName"":{""S"":""Jeddah""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""SA""},""latitude"":{""N"":""21.50555""},""name"":{""S"":""King Abdulaziz Intl""},""timeZone"":{""S"":""Asia/Riyadh""},""countryName"":{""S"":""Saudi Arabia""},""longitude"":{""N"":""39.206661""}}",departure,S,,,"{""departureTerminal"":{""S"":""N""},""departureGate"":{""S"":""""},""baggage"":{""S"":""11""},""arrivalGate"":{""NULL"":true},""arrivalTerminal"":{""S"":""T2F""}}","{""initialScheduledDepTime"":{""NULL"":true},""scheduledArrTime"":{""N"":""1748833800000""},""actualArrTime"":{""NULL"":true},""actualDepTime"":{""N"":""1748804940000""},""scheduledDepTime"":{""N"":""1748797200000""},""estimatedDepTime"":{""NULL"":true},""estimatedArrTime"":{""N"":""1748839080000""}}"
206_2025-06-03_CGK_KNO,,,JT,Lion Airlines,,,"{""deviatedTime"":{""S"":""11:41""},""deviationType"":{""S"":""Early""},""colorCode"":{""S"":""#2B9950""},""deviationText"":{""S"":""4m Early""},""deviationTime"":{""N"":""1748925660000""},""deviatedDate"":{""S"":""Sun, 1 Jun""},""colorEnum"":{""S"":""SUCCESS""},""status"":{""S"":""Arrived""}}",,,,"{""deviatedTime"":{""S"":""09:51""},""deviationType"":{""S"":""Delay""},""colorCode"":{""S"":""#DC3532""},""deviationText"":{""S"":""26m Delay""},""deviationTime"":{""N"":""1748919060000""},""deviatedDate"":{""S"":""Sun, 1 Jun""},""colorEnum"":{""S"":""CRITICAL""},""status"":{""S"":""Departed""}}","{""code"":{""S"":""KNO""},""cityName"":{""S"":""Kuala Namu""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""3.635369""},""name"":{""S"":""Kuala Namu International Airport""},""timeZone"":{""S"":""Asia/Jakarta""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""98.879016""}}",,8400000,2h 20m,206,JT206CGKKNO03062025,,,0,,"{""code"":{""S"":""CGK""},""cityName"":{""S"":""Jakarta""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-6.1251602""},""name"":{""S"":""Soekarno Hatta Intl""},""timeZone"":{""S"":""Asia/Jakarta""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""106.65777""}}",arrival,,"{""colorCode"":{""S"":""#2B9950""},""code"":{""S"":""S""},""state"":{""S"":""schedule""},""status"":{""S"":""Scheduled""},""colorCodeEnum"":{""S"":""SUCCESS""}}",,"{""departureTerminal"":{""S"":""T1A""},""checkinCounter"":{""S"":""A11-A23""},""departureGate"":{""S"":""""},""baggage"":{""S"":""""},""arrivalTerminal"":{""S"":""T1""}}","{""scheduledArrivalDate"":{""S"":""Sun, 1 Jun""},""scheduledArrTime"":{""N"":""1748925900000""},""actualArrTime"":{""N"":""1748925660000""},""scheduledDepartureDate"":{""S"":""Sun, 1 Jun""},""actualDepTime"":{""N"":""1748919060000""},""scheduledDepTime"":{""N"":""1748917500000""},""estimatedDepTime"":{""N"":""1748917500000""},""scheduledDepartureTime"":{""S"":""09:25""},""scheduledArrivalTime"":{""S"":""11:45""},""estimatedArrTime"":{""N"":""1748925780000""}}"
948_2025-06-08_CGK_UPG,,B738,JT,Lion Airlines,'+62 21 63798000,'+62 411 550123,"{""deviatedTime"":{""S"":""01:00""},""deviationType"":{""S"":""Early""},""colorCode"":{""S"":""#2B9950""},""deviationText"":{""S"":""20m Early""},""deviationTime"":{""N"":""1749402000000""},""deviatedDate"":{""S"":""Fri, 09 Jun""},""colorEnum"":{""S"":""SUCCESS""},""status"":{""S"":""Scheduled""}}",,,'+62 21 5505179,"{""deviationType"":{""S"":""OnTime""},""colorCode"":{""S"":""#2B9950""},""deviationText"":{""S"":""On time""},""colorEnum"":{""S"":""SUCCESS""},""status"":{""S"":""Scheduled""}}","{""code"":{""S"":""UPG""},""cityName"":{""S"":""Ujung Pandang""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-5.077019""},""name"":{""S"":""Sultan Hasanuddin International Airport""},""timeZone"":{""S"":""Asia/Makassar""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""119.547738""}}",1434,8400000,2h 20m,948,JT948CGKUPG08062025,,,1,50.00%,"{""code"":{""S"":""CGK""},""cityName"":{""S"":""Jakarta""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-6.1251602""},""name"":{""S"":""Soekarno Hatta Intl""},""timeZone"":{""S"":""Asia/Jakarta""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""106.65777""}}",schedule,,"{""colorCode"":{""S"":""#2B9950""},""code"":{""S"":""S""},""state"":{""S"":""schedule""},""status"":{""S"":""Scheduled""},""colorCodeEnum"":{""S"":""SUCCESS""}}",,"{""departureTerminal"":{""S"":""T1B""},""checkinCounter"":{""S"":""""},""departureGate"":{""S"":""""},""baggage"":{""S"":""""},""arrivalTerminal"":{""S"":""D""}}","{""scheduledArrivalDate"":{""S"":""Fri, 09 Jun""},""scheduledArrTime"":{""N"":""1749403200000""},""scheduledDepartureDate"":{""S"":""Thu, 08 Jun""},""scheduledDepTime"":{""N"":""1749394800000""},""scheduledDepartureTime"":{""S"":""22:00""},""scheduledArrivalTime"":{""S"":""01:20""},""estimatedArrTime"":{""N"":""1749402000000""}}"
740_2025-06-07_UPG_MDC,,B738,JT,Lion Airlines,'+62 8041778899,'+62 431 814320,"{""deviatedTime"":{""S"":""19:02""},""deviationType"":{""S"":""Early""},""colorCode"":{""S"":""#2B9950""},""deviationText"":{""S"":""18m Early""},""deviationTime"":{""N"":""1749294120000""},""deviatedDate"":{""S"":""Wed, 07 Jun""},""colorEnum"":{""S"":""SUCCESS""},""status"":{""S"":""Arrived""}}",,,'+62 411 550123,"{""deviatedTime"":{""S"":""17:42""},""deviationType"":{""S"":""Delay""},""colorCode"":{""S"":""#DC3532""},""deviationText"":{""S"":""7m Delay""},""deviationTime"":{""N"":""1749289320000""},""deviatedDate"":{""S"":""Wed, 07 Jun""},""colorEnum"":{""S"":""CRITICAL""},""status"":{""S"":""Departed""}}","{""code"":{""S"":""MDC""},""cityName"":{""S"":""Manado""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""1.54355""},""name"":{""S"":""Samratulangi""},""timeZone"":{""S"":""Asia/Makassar""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""124.92294""}}",943,6300000,1h 45m,740,JT740UPGMDC07062025,,,0,20.00%,"{""code"":{""S"":""UPG""},""cityName"":{""S"":""Ujung Pandang""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-5.077019""},""name"":{""S"":""Sultan Hasanuddin International Airport""},""timeZone"":{""S"":""Asia/Makassar""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""119.547738""}}",arrival,,"{""colorCode"":{""S"":""#2B9950""},""code"":{""S"":""S""},""state"":{""S"":""schedule""},""status"":{""S"":""Scheduled""},""colorCodeEnum"":{""S"":""SUCCESS""}}",,"{""departureTerminal"":{""S"":""D""},""checkinCounter"":{""S"":""D9-D16""},""departureGate"":{""S"":""10""},""baggage"":{""S"":""""},""arrivalTerminal"":{""S"":""T1""}}","{""scheduledArrivalDate"":{""S"":""Wed, 07 Jun""},""scheduledArrTime"":{""N"":""1749295200000""},""actualArrTime"":{""N"":""1749294120000""},""scheduledDepartureDate"":{""S"":""Wed, 07 Jun""},""actualDepTime"":{""N"":""1749289320000""},""scheduledDepTime"":{""N"":""1749288900000""},""estimatedDepTime"":{""N"":""1749288900000""},""scheduledDepartureTime"":{""S"":""17:35""},""scheduledArrivalTime"":{""S"":""19:20""},""estimatedArrTime"":{""N"":""1749294420000""}}"
852_2025-06-03_UPG_PLW,,B739,JT,Lion Airlines,'+62 21 63798000,,"{""deviatedTime"":{""S"":""09:29""},""deviationType"":{""S"":""Early""},""colorCode"":{""S"":""#2B9950""},""deviationText"":{""S"":""1m Early""},""deviationTime"":{""N"":""1748914140000""},""deviatedDate"":{""S"":""Sun, 03 Jun""},""colorEnum"":{""S"":""SUCCESS""},""status"":{""S"":""Arrived""}}",,,'+62 411 550123,"{""deviatedTime"":{""S"":""08:30""},""deviationType"":{""S"":""Delay""},""colorCode"":{""S"":""#DC3532""},""deviationText"":{""S"":""15m Delay""},""deviationTime"":{""N"":""1748910600000""},""deviatedDate"":{""S"":""Sun, 03 Jun""},""colorEnum"":{""S"":""CRITICAL""},""status"":{""S"":""Departed""}}","{""code"":{""S"":""PLW""},""cityName"":{""S"":""Palu""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-0.91600001""},""name"":{""S"":""Mutiara""},""timeZone"":{""S"":""Asia/Makassar""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""119.9""}}",460,4500000,1h 15m,852,JT852UPGPLW03062025,,,0,33.33%,"{""code"":{""S"":""UPG""},""cityName"":{""S"":""Ujung Pandang""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-5.077019""},""name"":{""S"":""Sultan Hasanuddin International Airport""},""timeZone"":{""S"":""Asia/Makassar""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""119.547738""}}",arrival,,"{""colorCode"":{""S"":""#2B9950""},""code"":{""S"":""S""},""state"":{""S"":""schedule""},""status"":{""S"":""Scheduled""},""colorCodeEnum"":{""S"":""SUCCESS""}}",,"{""departureTerminal"":{""S"":""D""},""checkinCounter"":{""S"":""22-31""},""departureGate"":{""S"":""""},""baggage"":{""S"":""""},""arrivalTerminal"":{""S"":""MAIN""}}","{""scheduledArrivalDate"":{""S"":""Sun, 03 Jun""},""scheduledArrTime"":{""N"":""1748914200000""},""actualArrTime"":{""N"":""1748914140000""},""scheduledDepartureDate"":{""S"":""Sun, 03 Jun""},""actualDepTime"":{""N"":""1748910600000""},""scheduledDepTime"":{""N"":""1748909700000""},""estimatedDepTime"":{""N"":""1748909700000""},""scheduledDepartureTime"":{""S"":""08:15""},""scheduledArrivalTime"":{""S"":""09:30""},""estimatedArrTime"":{""N"":""1748913900000""}}"
984_2025-06-02_TIM_DJJ,,B739,JT,Lion Airlines,'+62 21 63798000,,"{""deviatedTime"":{""S"":""07:58""},""deviationType"":{""S"":""Early""},""colorCode"":{""S"":""#2B9950""},""deviationText"":{""S"":""12m Early""},""deviationTime"":{""N"":""1748905080000""},""deviatedDate"":{""S"":""Sun, 4 May""},""colorEnum"":{""S"":""SUCCESS""},""status"":{""S"":""Arrived""}}",,,,"{""deviatedTime"":{""S"":""07:08""},""deviationType"":{""S"":""Delay""},""colorCode"":{""S"":""#DC3532""},""deviationText"":{""S"":""3m Delay""},""deviationTime"":{""N"":""1748902080000""},""deviatedDate"":{""S"":""Sun, 4 May""},""colorEnum"":{""S"":""CRITICAL""},""status"":{""S"":""Departed""}}","{""code"":{""S"":""DJJ""},""cityName"":{""S"":""Jayapura""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-2.5743301""},""name"":{""S"":""Sentani""},""timeZone"":{""S"":""Asia/Jayapura""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""140.51389""}}",455,3900000,1h 5m,984,JT984TIMDJJ02062025,,,0,73.33%,"{""code"":{""S"":""TIM""},""cityName"":{""S"":""Tembagapura""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-4.53438""},""name"":{""S"":""Timika""},""timeZone"":{""S"":""Asia/Jayapura""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""136.888""}}",arrival,,"{""colorCode"":{""S"":""#2B9950""},""code"":{""S"":""S""},""state"":{""S"":""schedule""},""status"":{""S"":""Scheduled""},""colorCodeEnum"":{""S"":""SUCCESS""}}",,"{""departureTerminal"":{""S"":""MAIN""},""checkinCounter"":{""S"":""""},""departureGate"":{""S"":""""},""baggage"":{""S"":""""},""arrivalTerminal"":{""S"":""MAIN""}}","{""scheduledArrivalDate"":{""S"":""Sun, 4 May""},""scheduledArrTime"":{""N"":""1748905800000""},""actualArrTime"":{""N"":""1748905080000""},""scheduledDepartureDate"":{""S"":""Sun, 4 May""},""actualDepTime"":{""N"":""1748902080000""},""scheduledDepTime"":{""N"":""1748901900000""},""estimatedDepTime"":{""N"":""1748901900000""},""scheduledDepartureTime"":{""S"":""07:05""},""scheduledArrivalTime"":{""S"":""08:10""},""estimatedArrTime"":{""N"":""1748905080000""}}"
972_2025-06-08_KNO_BTH,,B738,JT,Lion Airlines,'+62 8041778899,,"{""deviatedTime"":{""S"":""13:22""},""deviationType"":{""S"":""Early""},""colorCode"":{""S"":""#2B9950""},""deviationText"":{""S"":""8m Early""},""deviationTime"":{""N"":""1749363720000""},""deviatedDate"":{""S"":""Thu, 08 Jun""},""colorEnum"":{""S"":""SUCCESS""},""status"":{""S"":""Arrived""}}",,,'+62 61 88880300,"{""deviatedTime"":{""S"":""12:08""},""deviationType"":{""S"":""Delay""},""colorCode"":{""S"":""#DC3532""},""deviationText"":{""S"":""8m Delay""},""deviationTime"":{""N"":""1749359280000""},""deviatedDate"":{""S"":""Thu, 08 Jun""},""colorEnum"":{""S"":""CRITICAL""},""status"":{""S"":""Departed""}}","{""code"":{""S"":""BTH""},""cityName"":{""S"":""Batam Centre""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""1.1247311554469""},""name"":{""S"":""Hang Nadim""},""timeZone"":{""S"":""Asia/Jakarta""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""104.111685682373""}}",661,5400000,1h 30m,972,JT972KNOBTH08062025,,,0,70.00%,"{""code"":{""S"":""KNO""},""cityName"":{""S"":""Kuala Namu""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""3.635369""},""name"":{""S"":""Kuala Namu International Airport""},""timeZone"":{""S"":""Asia/Jakarta""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""98.879016""}}",arrival,,"{""colorCode"":{""S"":""#2B9950""},""code"":{""S"":""S""},""state"":{""S"":""schedule""},""status"":{""S"":""Scheduled""},""colorCodeEnum"":{""S"":""SUCCESS""}}",,"{""departureTerminal"":{""S"":""T1""},""checkinCounter"":{""S"":""D""},""departureGate"":{""S"":""""},""baggage"":{""S"":""""},""arrivalTerminal"":{""S"":""MAIN""}}","{""scheduledArrivalDate"":{""S"":""Thu, 08 Jun""},""scheduledArrTime"":{""N"":""1749364200000""},""actualArrTime"":{""N"":""1749363720000""},""scheduledDepartureDate"":{""S"":""Thu, 08 Jun""},""actualDepTime"":{""N"":""1749359280000""},""scheduledDepTime"":{""N"":""1749358800000""},""scheduledDepartureTime"":{""S"":""12:00""},""scheduledArrivalTime"":{""S"":""13:30""},""estimatedArrTime"":{""N"":""1749363360000""}}"
641_2025-06-06_PLW_UPG,,B739,JT,Lion Airlines,'+62 21 63798000,'+62 411 550123,"{""deviationType"":{""S"":""OnTime""},""colorCode"":{""S"":""#2B9950""},""deviationText"":{""S"":""On time""},""colorEnum"":{""S"":""SUCCESS""},""status"":{""S"":""Scheduled""}}",,,,"{""deviationType"":{""S"":""OnTime""},""colorCode"":{""S"":""#2B9950""},""deviationText"":{""S"":""On time""},""colorEnum"":{""S"":""SUCCESS""},""status"":{""S"":""Scheduled""}}","{""code"":{""S"":""UPG""},""cityName"":{""S"":""Ujung Pandang""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-5.077019""},""name"":{""S"":""Sultan Hasanuddin International Airport""},""timeZone"":{""S"":""Asia/Makassar""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""119.547738""}}",460,4200000,1h 10m,641,JT641PLWUPG06062025,,,0,93.33%,"{""code"":{""S"":""PLW""},""cityName"":{""S"":""Palu""},""allAirport"":{""BOOL"":false},""countryCode"":{""S"":""ID""},""latitude"":{""N"":""-0.91600001""},""name"":{""S"":""Mutiara""},""timeZone"":{""S"":""Asia/Makassar""},""countryName"":{""S"":""Indonesia""},""longitude"":{""N"":""119.9""}}",schedule,,"{""colorCode"":{""S"":""#2B9950""},""code"":{""S"":""S""},""state"":{""S"":""schedule""},""status"":{""S"":""Scheduled""},""colorCodeEnum"":{""S"":""SUCCESS""}}",,"{""departureTerminal"":{""S"":""MAIN""},""checkinCounter"":{""S"":""""},""departureGate"":{""S"":""""},""baggage"":{""S"":""""},""arrivalTerminal"":{""S"":""D""}}","{""scheduledDepartureTime"":{""S"":""06:00""},""scheduledArrivalDate"":{""S"":""Sat, 2 Aug""},""scheduledArrTime"":{""N"":""1749251400000""},""scheduledDepartureDate"":{""S"":""Sat, 2 Aug""},""scheduledArrivalTime"":{""S"":""07:10""},""scheduledDepTime"":{""N"":""1749247200000""}}"
